distance_km,delivery_time_min
1.45,9.74
13.36,37.04
38.13,116.4
7.29,27.04
27.0,80.4
11.15,36.37
1.1,8.4
12.44,37.45
48.81,154.02
40.18,129.3
48.0,144.95
24.65,78.14
5.93,22.3
27.62,89.26
22.99,72.78
42.3,129.0
5.36,16.84
24.67,82.35
7.93,26.47
16.57,51.61
37.0,120.19
24.06,77.77
19.11,58.23
20.03,64.3
23.24,70.85
39.36,118.35
44.66,136.79
47.79,147.55
39.45,120.89
16.11,55.5
34.56,111.29
22.16,68.65
13.11,43.62
42.12,129.49
2.4,8.25
45.14,141.04
23.34,67.51
32.04,97.29
33.14,99.76
44.81,135.81
32.02,96.7
30.89,91.2
3.8,15.23
26.16,82.0
7.93,28.76
37.0,116.95
25.85,84.19
34.17,104.3
2.56,12.94
4.7,18.04
35.96,112.44
4.07,15.37
4.03,13.87
1.1,7.32
47.85,146.64
37.01,117.22
17.99,62.74
15.18,46.77
17.81,56.28
38.85,130.81
33.24,97.43
9.67,27.56
9.12,36.57
5.37,28.76
33.18,110.37
38.34,121.27
13.62,44.14
1.54,8.51
4.57,20.31
48.41,153.97
15.12,52.52
38.58,112.67
31.42,94.56
19.41,64.33
10.68,31.51
6.51,16.91
30.94,101.33
38.84,122.56
32.37,108.31
26.75,89.14
2.58,10.24
48.44,151.31
40.04,121.94
14.99,43.53
49.01,156.81
30.29,95.1
29.33,98.38
37.53,118.02
40.68,128.16
33.0,106.29
6.84,24.79
17.24,55.78
46.44,145.29
11.62,44.84
18.92,63.79
21.89,70.73
22.25,70.11
30.84,97.05
47.18,143.09
12.41,38.31
6.51,23.59
10.27,35.85
44.4,141.12
32.47,97.89
14.65,49.0
40.89,129.38
43.14,130.49
42.4,130.37
45.99,146.0
12.99,43.72
37.87,110.56
23.3,77.99
42.18,131.89
36.56,108.26
38.93,118.29
32.98,103.43
9.28,34.1
27.48,91.55
49.24,149.12
46.9,143.9
2.64,16.45
8.66,35.15
7.02,24.77
36.44,112.18
40.98,129.94
11.07,29.92
25.54,81.57
42.11,131.24
36.77,113.45
27.34,88.91
29.72,98.53
25.66,78.09
15.23,47.77
28.47,93.07
34.6,102.99
43.73,134.06
32.0,109.66
38.18,120.28
8.42,29.14
23.35,68.14
0.96,3.0
12.71,47.38
36.46,109.73
49.59,153.97
5.41,26.33
20.37,64.13
40.1,123.47
10.6,39.58
27.98,94.35
36.79,118.75
30.99,103.86
9.81,25.19
18.09,60.96
39.3,128.03
27.93,90.6
0.76,6.7
38.17,114.61
2.25,8.81
37.41,123.24
10.52,36.42
47.92,146.25
18.71,54.94
16.68,56.91
7.87,25.39
15.63,51.75
43.89,143.58
49.82,157.64
18.73,66.43
22.71,73.69
36.24,116.58
44.37,143.42
29.86,91.25
19.88,64.49
20.92,65.02
34.93,107.36
0.66,6.39
31.17,94.69
18.1,57.81
39.81,127.18
5.1,19.92
29.62,90.75
24.31,81.07
32.3,98.22
3.71,11.71
29.21,97.43
28.29,93.26
28.25,88.4
30.37,103.7
33.99,104.69
40.35,128.77
13.86,40.25
41.34,124.96
25.16,84.61
4.31,23.63
3.4,14.59
17.04,65.25
39.35,128.29
35.53,108.81
39.54,122.1
26.1,77.77
22.29,70.1
7.8,29.35
16.75,55.4
21.98,71.08
4.89,23.65
11.42,39.93
30.11,98.08
36.92,117.53
49.92,155.9
46.69,148.75
32.31,105.13
21.35,64.55
31.99,108.25
39.39,123.65
6.36,20.27
20.79,67.11
42.07,132.25
19.5,65.85
28.81,95.27
29.59,96.86
9.63,41.25
18.43,60.71
17.06,55.54
1.8,4.52
1.7,13.97
41.67,132.45
14.02,44.79
26.14,84.41
15.29,50.82
47.06,146.89
13.34,43.91
21.77,70.76
43.7,130.02
42.18,129.9
9.71,35.37
40.23,122.87
23.18,76.1
24.41,86.48
7.11,21.7
4.49,11.14
36.53,119.42
25.07,88.6
22.12,72.86
36.61,114.86
38.39,117.6
8.37,32.25
30.71,97.06
7.2,30.0
37.69,111.23
33.02,105.37
47.85,145.22
3.91,20.53
3.32,10.39
14.47,50.92
13.45,43.03
12.73,41.44
45.36,144.48
12.85,40.37
13.96,40.88
38.09,119.56
22.76,70.64
38.95,116.36
3.74,17.61
24.63,80.06
2.16,11.96
3.6,17.83
45.37,133.13
7.39,24.13
26.85,86.67
20.85,71.69
17.69,59.04
45.04,144.8
1.58,7.03
33.36,102.61
48.19,148.08
28.23,89.35
46.87,138.52
3.09,14.18
21.23,68.55
13.38,42.68
36.68,111.95
49.07,153.31
13.2,46.95
32.88,104.22
10.31,36.49
28.48,90.31
23.46,75.46
48.61,153.57
30.62,103.35
17.8,64.37
6.15,19.11
7.99,20.52
11.65,42.08
12.92,43.85
42.61,132.58
28.28,91.37
26.41,83.25
6.18,17.06
43.08,129.66
36.28,109.52
3.85,19.22
35.54,119.16
27.41,85.34
4.55,29.04
23.19,66.97
24.49,76.45
8.71,31.85
47.31,136.73
42.57,138.81
33.62,103.08
23.38,75.29
20.88,69.44
32.72,96.81
27.5,97.23
3.58,16.28
25.87,81.24
40.42,121.81
23.23,75.52
3.07,7.91
39.42,123.82
10.47,41.99
13.3,49.57
8.65,28.74
16.85,54.42
37.96,121.04
26.21,88.36
10.64,43.06
43.95,143.38
44.04,133.39
43.59,138.79
12.32,36.43
22.84,71.66
49.26,148.07
38.71,116.53
1.84,11.5
3.73,13.42
23.46,76.54
45.51,136.68
27.17,88.43
25.14,78.7
5.72,21.0
33.01,98.83
41.19,132.66
19.33,63.55
38.89,123.84
48.24,144.62
10.59,39.46
26.4,84.38
14.71,47.16
39.75,129.75
29.09,93.91
31.91,102.55
40.0,117.13
20.1,69.63
45.8,144.18
26.88,90.61
8.32,27.59
34.95,106.99
39.77,130.76
16.18,57.37
42.93,128.08
45.35,141.13
14.21,51.71
49.18,153.26
7.47,25.2
10.5,33.82
9.62,34.11
44.75,143.34
32.89,99.68
8.03,20.55
22.3,70.27
30.96,99.67
4.63,21.58
44.18,133.48
40.28,126.91
25.51,78.97
48.37,153.06
21.18,68.01
49.21,155.99
33.56,105.96
31.92,102.75
8.71,29.37
44.16,134.63
21.66,68.84
8.53,33.06
1.12,18.47
28.21,94.66
26.61,90.9
36.11,112.91
44.57,136.56
4.43,9.48
36.71,112.73
9.78,28.81
42.98,137.01
41.04,127.34
27.27,81.53
35.66,114.16
16.06,54.45
23.82,71.93
41.17,134.57
23.23,71.69
18.21,62.02
24.96,79.39
41.5,136.08
17.09,59.96
9.1,27.91
35.74,119.51
41.39,124.09
5.48,17.21
12.37,48.62
7.53,27.47
17.72,59.42
22.79,75.07
37.57,113.39
32.73,110.72
31.24,107.49
17.94,51.35
42.15,129.66
23.83,79.21
48.97,151.45
31.89,98.5
6.75,27.5
33.97,109.55
16.59,61.55
34.47,101.48
3.95,12.81
9.16,29.45
42.86,143.16
11.75,46.28
41.93,131.9
14.32,47.64
32.32,103.73
34.86,114.28
25.88,81.62
15.61,52.93
11.03,36.73
2.14,5.85
15.55,44.48
32.83,100.73
46.95,144.35
43.62,137.62
38.42,121.33
39.53,118.02
33.42,105.29
13.38,42.97
45.41,140.22
33.7,106.42
28.24,94.85
5.99,21.14
22.63,79.6
23.29,69.66
43.3,131.38
27.56,87.29
19.33,58.31
48.85,146.28
5.98,23.24
21.42,63.95
2.58,8.9
37.13,116.05
45.94,149.65
14.36,47.32
42.99,134.49
14.96,45.3
45.58,137.56
37.82,109.29
40.34,122.09
1.39,12.23
48.16,147.18
36.47,115.01
15.59,52.65
41.56,132.61
14.44,54.94
43.7,138.53
6.07,22.26
35.33,114.18
27.26,88.01
5.28,11.88
12.47,37.62
1.11,7.44
23.7,73.77
15.41,50.75
30.12,85.65
15.21,54.0
15.35,50.84
37.29,121.73
2.88,13.75
45.19,141.38
42.69,128.92
33.56,100.85
29.86,95.12
44.67,139.02
9.67,27.45
4.41,21.99
12.36,42.27
39.83,122.47
2.22,8.17
29.35,96.07
49.77,151.54
42.86,134.52
26.31,83.26
3.65,13.83
41.65,124.77
30.15,100.65
6.19,19.55
5.15,16.99
45.53,146.93
33.63,105.47
41.55,130.93
44.01,143.08
28.8,97.37
26.11,81.15
21.81,75.03
16.19,47.15
22.01,64.0
38.81,121.6
30.3,95.55
44.68,141.63
22.45,74.51
30.55,99.42
31.75,106.66
29.79,102.22
35.28,114.35
12.25,41.67
25.86,81.76
5.66,21.92
19.53,61.3
24.64,82.61
32.79,107.52
47.55,145.12
30.23,95.03
37.31,109.85
25.56,81.32
31.89,100.82
4.01,12.6
13.09,42.17
18.41,55.62
23.89,70.37
2.76,19.21
7.43,21.01
14.2,48.06
48.59,154.68
16.9,61.39
24.36,73.84
10.21,40.73
30.73,97.85
14.39,50.47
10.75,44.28
26.07,85.66
0.77,3.6
0.88,3.0
11.34,41.59
2.32,13.58
5.85,19.36
17.27,57.55
40.23,120.26
28.82,92.89
25.88,77.27
15.03,54.92
46.62,153.27
20.15,66.61
4.81,20.98
31.04,100.48
6.14,24.51
17.59,53.38
25.62,87.5
43.77,138.12
24.93,82.03
35.26,114.82
49.64,157.79
7.01,30.96
14.1,49.12
20.03,61.66
21.38,70.81
20.85,67.44
45.43,137.78
35.84,118.34
30.59,96.17
15.81,53.36
41.28,125.92
47.78,148.11
41.15,132.17
0.58,14.92
32.0,95.16
3.03,14.18
13.25,32.23
3.45,13.62
30.39,96.63
34.49,109.11
6.17,30.05
19.5,62.59
23.08,80.5
18.77,62.29
6.49,22.43
21.24,69.48
37.68,118.57
4.01,17.84
4.47,15.62
18.06,56.34
47.12,150.89
33.59,110.0
34.09,103.97
18.42,59.71
29.89,96.19
1.0,11.26
31.99,101.71
45.71,146.74
30.82,97.16
43.75,142.43
36.34,124.22
6.47,24.69
45.17,142.02
3.79,12.61
26.93,85.11
7.54,28.32
1.08,11.03
21.39,68.35
15.1,53.3
24.56,77.17
29.07,96.25
2.67,14.65
6.59,26.25
28.15,87.62
17.49,57.13
36.59,113.29
32.79,106.84
42.36,126.65
34.78,106.51
21.78,75.17
33.81,107.19
14.13,52.29
15.66,55.31
39.55,127.39
22.6,74.48
40.02,122.43
41.21,128.93
42.95,128.86
45.87,141.96
21.83,68.32
16.28,46.41
29.32,94.66
18.87,62.93
30.25,100.81
35.43,106.39
34.58,113.05
19.04,52.84
8.76,30.69
21.81,78.34
7.56,27.56
44.56,135.74
17.62,57.53
8.15,32.83
1.76,9.15
32.47,103.97
32.03,102.6
17.36,59.28
4.05,21.29
20.78,75.25
15.91,53.07
34.02,108.34
30.49,91.71
18.55,64.42
11.29,44.3
49.41,155.98
22.97,68.37
34.57,107.09
7.46,27.58
24.54,75.18
1.86,19.17
25.52,83.2
48.22,153.38
19.52,67.34
2.43,12.74
2.03,6.29
19.71,67.27
8.42,38.31
1.66,8.46
37.93,116.53
23.2,77.95
14.82,53.15
45.05,144.74
6.25,23.18
47.82,147.88
16.04,42.61
44.48,138.63
30.35,93.78
41.42,120.44
49.21,160.2
14.78,50.29
48.08,142.1
19.78,65.84
19.58,71.19
17.35,61.86
27.3,90.77
8.13,24.46
27.91,86.55
27.31,83.47
38.21,119.71
41.77,133.4
22.3,73.66
15.47,47.77
13.34,44.28
10.13,39.58
3.35,17.1
17.45,58.95
13.88,43.12
48.34,150.65
28.11,84.78
17.69,54.77
29.23,86.78
7.39,34.08
22.48,79.52
31.5,95.48
24.7,76.0
20.39,64.89
49.7,158.96
44.08,139.66
31.36,104.6
28.68,97.8
31.22,100.6
10.46,37.59
20.06,70.63
2.45,16.68
24.04,81.42
27.38,89.04
11.77,44.49
48.22,148.46
45.52,139.28
36.25,112.38
26.9,94.8
43.56,131.52
6.97,29.67
39.63,131.81
6.68,26.62
39.81,123.17
14.15,49.67
43.92,134.77
47.23,143.05
7.87,33.98
23.4,80.33
49.06,150.9
24.43,76.33
43.25,135.6
29.64,93.54
19.08,58.96
14.65,42.84
10.56,30.85
38.21,114.82
19.63,59.74
25.81,83.27
24.87,76.4
29.08,89.12
43.35,130.02
49.05,147.2
20.68,61.98
41.46,129.07
38.34,124.2
28.89,97.68
47.82,148.68
10.42,40.52
5.91,19.59
42.77,135.59
22.24,68.23
42.42,134.01
44.71,135.84
3.59,12.82
44.23,137.48
22.69,79.55
25.77,85.71
31.52,96.63
46.36,139.85
1.45,6.07
24.1,79.89
34.54,109.5
36.27,116.43
34.78,107.29
7.15,27.81
15.32,52.04
18.26,64.83
40.32,132.28
14.3,51.51
10.93,42.85
47.89,148.6
0.94,5.02
49.89,154.55
34.0,106.48
41.51,128.73
15.08,50.21
1.21,7.94
37.02,114.24
41.79,129.85
37.15,119.67
7.57,24.25
37.79,123.77
38.56,125.01
33.1,104.64
38.42,110.74
42.37,123.41
30.87,98.07
4.89,22.37
24.64,86.0
4.34,16.41
20.67,64.96
20.65,62.09
3.77,18.7
17.77,58.33
5.99,21.08
40.51,126.62
47.41,146.85
4.08,21.11
47.78,146.63
26.37,84.09
15.33,54.38
4.3,16.86
25.28,77.88
39.83,119.36
35.5,107.34
2.99,11.39
4.11,21.17
20.44,63.38
15.12,49.49
12.0,36.89
14.41,48.44
40.27,126.96
46.5,145.91
20.55,73.68
45.35,141.0
16.41,55.41
24.08,74.99
11.69,48.75
32.2,105.0
48.96,155.42
30.37,100.48
18.21,62.63
32.57,107.25
6.58,24.0
44.49,147.53
25.4,75.02
22.74,72.13
29.5,100.43
31.43,98.6
4.05,19.81
34.29,105.98
12.48,44.21
35.84,111.08
41.22,133.32
40.3,127.05
27.85,81.55
26.25,80.49
7.57,23.82
38.88,127.26
13.93,41.84
25.09,79.19
14.57,57.16
7.12,31.36
31.66,96.57
3.19,11.03
37.56,113.75
16.22,54.49
0.51,4.54
25.8,83.32
2.82,14.69
14.17,47.7
35.5,112.08
3.6,16.15
42.05,128.05
0.69,3.0
12.72,43.37
37.17,113.4
16.16,57.37
5.54,16.63
18.33,58.57
13.88,47.27
42.21,136.69
16.01,51.46
39.55,124.39
44.65,141.41
21.97,73.97
45.54,143.09
19.18,69.76
48.22,148.08
4.92,26.68
34.51,111.28
24.94,80.81
19.69,65.36
31.82,104.21
35.34,108.15
0.72,7.73
8.76,30.32
35.8,118.8
33.49,102.86
48.32,157.95
38.17,117.72
47.56,142.14
35.28,107.35
15.25,47.36
5.72,28.78
39.2,117.22
32.39,103.45
2.89,19.53
18.32,71.05
47.86,148.14
25.27,81.26
21.92,66.1
23.16,72.95
10.84,46.26
18.75,64.74
18.81,66.28
3.09,16.87
38.49,124.76
21.12,76.11
41.2,126.77
42.59,135.73
10.99,35.22
33.04,95.97
23.88,77.69
44.07,137.7
11.18,38.24
34.05,104.6
30.58,97.3
15.12,52.05
7.26,34.63
32.76,105.41
37.06,118.53
16.12,50.37
32.42,98.44
20.06,61.25
35.8,111.23
10.36,36.32
44.57,139.56
14.73,45.91
18.71,52.15
3.38,13.45
6.02,26.81
26.04,81.6
13.75,45.94
41.86,124.19
1.23,9.18
19.27,64.43
17.2,54.32
1.46,13.23
6.66,29.76
20.98,76.39
24.9,75.98
20.51,67.68
26.78,80.59
29.96,97.29
0.99,9.91
23.47,67.71
48.19,150.67
26.19,82.78
34.04,102.37
15.94,51.64
38.81,129.69
38.76,123.57
26.3,80.6
48.81,150.11
6.71,17.4
1.34,4.7
38.62,127.61
40.45,130.03
6.45,26.16
13.65,47.5
1.37,14.77
15.02,51.34
38.77,120.18
26.14,83.05
17.73,57.15
18.9,60.6
0.57,13.49
15.34,46.79
32.5,100.48
48.72,143.87
42.43,136.33
1.67,11.37
44.98,146.89
39.27,120.25
39.13,119.21
23.17,69.85
20.2,67.43
15.49,50.08
3.75,17.46
11.8,38.7
12.71,48.88
24.46,83.45
37.5,117.84
23.95,81.07
3.36,14.56
47.91,148.55
47.16,137.84
39.37,125.13
49.57,153.8
27.45,90.88
48.16,152.33
4.24,14.73
18.6,60.03
11.66,38.06
10.19,39.76
7.47,33.7
31.31,102.12
39.18,130.47
29.13,94.47
7.77,24.43
40.65,121.4
31.98,97.26
19.71,62.33
33.87,103.9
13.37,45.31
17.59,57.04
45.92,143.05
14.88,59.41
23.76,79.8
44.56,139.76
35.53,115.84
3.58,12.51
7.79,24.98
0.89,11.33
31.73,100.19
22.66,73.47
7.15,21.87
47.92,146.86
26.72,83.52
12.47,40.5
25.28,89.42
34.14,115.91
4.27,22.37
14.1,47.68
40.44,123.99
23.25,70.62
27.56,89.03
21.92,75.87
2.67,16.13
8.7,31.52
22.55,75.33
10.85,37.49
2.97,12.81
42.26,127.73
49.07,150.89
39.76,125.5
42.76,131.62
12.48,37.86
48.05,149.61
10.25,36.96
47.6,146.31
49.74,154.14
35.73,102.07
49.07,155.17
28.69,92.23
13.35,50.7
22.13,70.54
29.88,97.58
4.12,22.07
31.31,99.02
49.07,153.58
9.91,35.3
39.73,117.8
45.44,142.87
47.21,142.87
48.03,145.65
26.31,86.03
48.88,156.8
37.99,122.08
8.5,32.84
24.11,78.67
36.06,116.65
12.74,49.97
32.21,99.32
33.5,103.31
8.55,33.59
28.47,83.6
38.7,120.69
25.2,81.63
1.1,6.13
0.95,3.0
18.17,65.06
46.35,141.64
11.82,38.24
31.9,106.02
11.49,27.66
16.42,60.31
42.48,141.34
36.58,111.18
5.22,18.71
21.72,72.12
1.94,11.83
24.3,81.85
33.29,106.86
6.37,27.42
14.8,63.15
20.19,59.2
46.02,148.42
49.67,159.92
2.72,8.78
38.17,116.31
18.9,63.71
19.93,59.78
37.84,116.05
45.96,143.84
47.57,144.98
29.07,91.29
18.18,56.06
39.48,119.68
12.92,45.66
28.42,89.86
18.25,60.24
33.0,106.83
12.4,42.93
9.98,33.61
45.95,139.34
5.54,23.41
25.54,89.61
11.43,42.82
2.43,6.26
2.28,3.75
9.17,29.58
43.41,129.07
14.48,43.31
47.55,138.14
29.29,93.8
22.11,66.7
29.21,87.97
26.08,80.58
38.06,116.61
14.48,47.4
17.98,53.33
44.76,143.21
47.35,148.16
44.68,140.7
21.26,67.03
39.13,126.68
24.08,79.19
25.13,81.15
10.63,40.89
29.76,87.6
9.71,34.92
16.91,53.06
42.82,130.57
10.75,40.45
4.02,22.55
3.92,21.84
47.07,146.23
25.59,80.48
20.77,72.26
40.64,122.99
41.87,137.41
16.94,54.29
34.83,109.3
38.67,118.88
32.91,103.86
8.0,25.37
43.86,135.08
27.19,87.17
14.48,48.02
21.55,59.69
2.36,21.98
6.83,31.81
38.39,115.52
0.5,4.02
21.12,67.67
26.36,86.75
3.2,16.5
48.67,146.61
11.69,49.45
15.56,50.09
15.55,58.86
11.91,38.3
0.57,10.95
36.6,116.31
48.36,146.65
11.6,42.16
33.32,105.7
37.22,120.36
42.5,129.39
21.42,68.92
15.5,54.72
16.6,47.5
35.77,107.71
40.93,127.95
9.49,34.19
18.86,61.2
45.15,143.63
40.43,125.89
49.25,156.84
37.84,119.8
19.96,60.42
29.74,94.86
33.22,104.35
4.38,15.47
27.45,81.29
35.61,107.11
8.78,27.96
39.14,126.66
29.4,91.89
47.63,152.79
2.6,8.71
13.63,43.08
30.28,93.58
15.18,49.37
35.86,113.55
38.07,121.72
5.57,26.75
25.94,74.01
25.69,90.17
18.78,57.09
46.68,145.44
41.46,133.23
35.01,112.6
35.86,117.06
23.35,79.14
46.09,144.94
34.88,112.65
36.58,109.8
43.15,131.62
14.07,43.3
40.45,116.87
10.16,31.74
17.59,53.64
17.11,52.61
48.94,154.48
42.9,130.63
35.21,114.0
36.49,108.2
28.32,87.35
47.38,145.58
25.06,84.94
19.34,63.25
8.57,31.88
39.42,118.86
36.85,118.97
19.53,63.34
1.75,3.23
42.03,133.89
1.07,9.36
35.33,109.62
48.53,149.2
22.16,67.21
12.13,46.03
35.39,114.08
40.95,123.61
27.55,87.85
48.37,147.27
3.06,9.07
25.49,87.68
36.06,111.78
43.2,131.24
9.37,28.36
40.1,124.33
27.86,80.1
20.13,64.78
7.02,30.9
43.33,138.71
8.29,31.78
15.83,62.12
14.86,50.6
43.63,132.26
33.8,109.74
39.94,125.35
12.9,43.85
31.43,100.48
28.8,89.82
41.73,137.65
45.35,134.54
1.1,11.57
33.86,107.12
3.07,16.02
27.67,86.48
14.74,55.27
15.69,55.59
17.97,55.83
31.25,103.24
17.04,57.31
36.77,112.97
20.52,59.8
3.88,19.73
39.3,119.99
14.65,51.04
21.92,76.61
34.43,105.04
16.96,61.25
3.3,10.31
19.01,67.96
47.25,154.03
32.27,105.4
33.74,107.97
31.8,103.96
10.35,34.7
21.21,63.31
37.67,115.06
5.52,30.71
14.25,43.1
14.18,51.37
21.88,70.21
49.03,150.66
3.84,23.28
26.18,83.9
9.38,36.87
48.55,160.24
6.11,22.49
20.48,68.33
37.03,118.89
35.38,109.84
21.43,71.24
17.65,62.47
20.18,68.68
13.58,46.21
10.66,25.46
24.41,72.45
13.79,53.72
14.73,45.37
33.01,108.7
48.44,145.42
30.38,92.29
4.31,20.65
4.24,23.94
47.6,150.39
15.22,52.07
5.06,14.73
30.15,86.95
31.37,97.38
32.6,103.42
13.74,46.0
1.25,17.59
48.27,143.64
12.92,42.54
33.96,113.57
35.48,114.04
30.7,92.71
15.99,44.11
13.92,45.19
30.08,91.21
43.37,133.34
47.36,156.24
5.74,18.18
8.16,26.9
47.26,150.45
36.96,117.05
44.21,143.62
10.53,39.87
29.59,91.0
35.21,112.68
34.17,107.96
20.7,60.07
1.26,17.43
29.35,88.82
13.03,43.66
22.79,71.47
47.9,149.17
20.25,66.53
42.07,133.52
9.83,32.6
33.79,110.69
48.86,148.87
5.54,19.5
0.91,3.0
21.96,71.81
5.08,26.33
37.55,116.64
45.77,149.37
21.98,66.59
13.31,39.49
22.0,76.56
36.31,113.26
0.95,3.95
29.68,95.09
30.86,98.9
32.07,104.98
12.48,41.12
35.85,107.11
5.02,18.98
10.36,36.01
43.93,141.31
37.07,110.17
1.18,7.04
12.79,44.56
11.11,44.52
13.9,44.04
12.75,40.01
3.6,18.45
23.22,65.54
36.77,113.04
30.53,98.96
33.81,107.83
4.52,19.36
47.6,141.24
42.01,125.92
40.35,131.43
41.24,128.34
46.67,144.13
27.44,84.16
10.41,36.32
31.03,96.14
37.27,120.25
37.03,111.87
26.31,87.27
3.89,23.24
18.87,64.08
46.08,138.3
29.43,96.58
27.15,84.48
13.81,44.33
18.74,61.76
44.82,138.47
33.49,103.61
39.48,126.17
22.99,74.43
31.7,92.44
12.79,47.48
35.42,116.06
21.67,72.4
22.41,74.86
32.64,102.04
46.85,140.75
3.67,16.72
41.32,135.17
14.97,51.01
22.47,79.07
1.58,16.59
15.4,51.06
25.38,79.29
3.28,13.13
24.81,78.92
46.39,140.28
5.72,24.38
38.34,123.85
20.78,59.93
32.93,110.93
13.38,43.03
8.39,29.0
8.44,31.56
3.99,13.61
9.69,31.71
33.38,101.81
44.14,137.42
40.8,125.07
34.41,109.75
5.97,17.64
14.81,51.22
15.84,48.0
12.87,47.66
25.99,86.23
27.01,77.47
18.17,62.87
18.01,48.6
41.51,124.85
39.57,127.84
15.74,50.04
45.73,148.44
47.66,150.82
16.67,53.3
18.04,56.84
25.53,87.6
47.09,144.34
43.88,129.19
5.58,18.02
19.94,65.31
27.89,85.53
25.41,90.78
10.1,32.7
43.01,131.54
34.01,103.08
41.98,134.45
43.01,132.91
37.54,120.89
22.24,76.34
30.72,98.62
8.44,31.55
33.85,101.73
9.37,27.06
34.85,103.57
11.87,40.89
6.32,33.17
8.68,28.78
0.6,10.9
36.08,115.33
36.75,115.4
25.99,81.99
8.49,28.74
4.64,17.11
1.45,11.76
8.7,34.56
44.6,137.1
12.46,40.62
18.04,56.78
5.71,26.14
11.51,43.04
26.2,89.51
30.58,93.5
12.64,40.46
3.36,21.69
19.86,69.86
12.09,37.32
11.37,35.52
48.01,150.05
31.01,102.99
28.07,85.58
21.08,68.59
21.73,74.55
27.27,86.01
34.97,109.61
35.26,116.45
9.0,30.33
25.26,85.84
20.89,67.08
43.59,131.43
31.76,102.49
26.86,83.11
6.21,18.95
30.48,104.3
6.3,25.58
17.19,55.3
7.57,26.51
34.76,115.4
10.71,43.55
19.9,62.51
44.84,140.57
10.61,35.37
25.64,84.98
21.25,67.35
1.4,3.0
39.74,120.1
3.92,20.92
23.98,74.05
28.25,92.9
31.61,101.31
34.59,105.91
13.04,43.49
0.99,5.48
36.31,112.41
27.02,78.9
41.89,130.2
41.16,126.16
42.24,132.04
24.51,80.64
17.01,58.53
39.68,121.78
22.84,70.94
9.58,33.13
42.82,137.84
44.19,135.5
23.58,73.01
4.25,13.34
19.7,66.12
40.28,124.66
45.14,136.39
10.57,33.53
3.82,19.12
43.93,137.36
19.78,61.65
27.32,89.25
48.42,154.4
3.79,19.01
32.59,103.6
4.17,24.21
19.09,67.55
40.29,126.12
21.96,74.91
49.86,157.19
28.17,87.39
16.4,60.59
11.4,45.94
17.85,63.34
18.94,64.34
3.9,20.49
18.79,60.04
23.48,79.82
36.28,108.67
33.01,102.72
35.58,101.72
0.91,9.34
11.27,42.94
33.25,111.36
24.46,77.51
0.76,8.22
40.32,125.91
38.75,128.5
27.65,89.27
3.79,23.79
38.44,125.31
29.39,96.19
39.21,120.39
37.71,113.8
40.25,126.1
26.14,83.81
7.45,22.68
33.72,110.5
31.21,99.38
37.24,119.07
8.91,38.52
10.15,32.35
44.58,130.39
37.62,115.53
45.46,148.29
38.06,119.2
30.06,94.42
32.88,101.57
44.51,138.51
29.15,90.17
31.8,98.44
8.25,33.92
23.96,87.24
35.96,109.51
13.91,44.59
10.51,34.3
16.03,59.47
12.45,45.4
11.14,37.39
21.53,67.58
45.44,147.56
25.6,81.96
9.8,34.25
4.31,9.29
34.96,113.06
19.45,63.32
41.18,128.97
33.15,104.85
39.91,128.5
13.96,37.95
34.77,104.53
13.57,53.55
46.98,141.05
32.0,97.95
16.56,59.69
13.84,46.72
9.95,35.09
34.88,116.02
11.33,36.68
29.97,92.76
13.6,48.84
33.27,105.44
40.84,131.63
39.01,119.46
38.16,120.28
9.79,34.08
4.88,18.06
35.1,105.17
18.73,59.52
21.9,68.55
2.04,16.14
13.35,47.32
2.17,13.28
44.02,136.33
12.55,39.08
28.09,90.16
2.43,17.96
33.51,102.09
16.49,56.28
44.95,138.03
44.46,138.36
16.6,54.18
45.1,142.09
49.81,153.8
41.36,127.06
42.32,125.66
12.83,44.36
29.05,94.58
3.83,16.74
5.2,20.3
49.95,160.78
16.67,61.49
37.54,121.89
40.43,127.63
42.97,134.3
49.88,150.43
12.45,34.74
2.5,17.98
20.85,68.02
6.94,39.38
1.61,7.5
18.34,61.73
39.3,126.97
28.53,87.97
15.98,51.87
32.89,102.89
11.98,39.33
1.21,10.23
38.34,120.23
31.38,90.98
38.23,120.14
2.43,13.78
41.94,130.65
31.17,105.09
28.39,91.56
31.42,99.35
43.29,138.51
29.55,102.73
29.26,92.2
49.54,157.83
37.96,126.23
22.39,71.26
35.52,106.86
19.77,66.05
11.83,45.88
30.04,93.99
46.45,148.72
46.49,141.04
17.42,56.28
26.62,84.49
10.98,37.37
49.78,150.91
49.07,150.85
32.65,95.08
40.32,128.73
35.9,112.84
29.86,99.18
3.14,14.06
23.01,66.84
33.9,107.98
34.04,104.46
18.97,66.18
47.11,145.49
8.78,39.41
25.27,77.23
34.7,110.08
35.01,112.42
32.61,101.5
14.13,42.05
8.23,28.9
31.98,93.66
30.17,92.7
9.38,32.42
35.4,115.22
23.03,75.21
33.55,104.05
41.95,128.99
8.9,29.5
1.45,13.02
39.07,116.26
30.68,93.65
35.13,104.44
41.99,133.31
40.24,131.77
48.07,151.49
27.03,88.67
24.68,76.94
20.39,68.13
8.11,26.32
28.84,89.23
14.21,47.49
46.1,143.48
29.37,100.27
29.85,98.0
18.07,59.67
3.07,21.06
2.07,20.83
21.46,69.45
4.69,20.59
30.54,91.66
44.11,137.99
44.2,134.9
