session_duration_sec,avg_latency_ms,packet_loss_percent,signal_strength_dbm,throughput_mbps,jitter_ms,handover_count,connected_users,cpu_utilization_percent,issue_type
388,41,0.56,-118,78,8,6,41,46,2
310,45,1.9,-110,72,10,6,83,35,2
329,104,1.59,-68,25,23,3,248,81,1
486,107,3.07,-77,43,29,3,202,77,1
420,38,1.94,-117,86,7,3,50,38,2
321,159,7.35,-79,15,33,8,141,68,3
343,117,2.87,-75,38,17,7,189,81,1
351,92,2.92,-78,36,24,7,277,80,1
369,172,4.88,-83,16,38,7,104,69,3
328,90,1.32,-68,54,18,8,210,88,1
404,56,1.33,-109,76,6,3,79,38,2
344,127,1.23,-69,36,30,6,285,83,1
438,100,2.77,-70,56,27,8,231,97,1
412,38,1.07,-104,71,6,4,47,34,2
377,30,0.69,-106,88,8,5,56,51,2
369,113,7.2,-85,25,37,7,136,72,3
288,26,0.15,-74,174,2,0,56,40,0
380,30,0.01,-66,221,3,1,32,30,0
293,39,1.34,-117,77,5,6,95,35,2
350,134,4.89,-80,14,38,7,104,89,3
431,125,2.73,-74,57,25,8,258,88,1
283,10,0.06,-75,227,2,0,58,35,0
307,16,0.44,-65,247,3,1,50,31,0
405,164,4.51,-89,18,37,5,111,79,3
314,55,0.53,-100,52,10,4,83,35,2
382,164,4.53,-82,20,31,9,139,73,3
311,44,1.05,-111,54,6,5,78,49,2
391,115,2.05,-68,36,17,6,266,93,1
289,31,0.56,-100,80,10,2,93,53,2
259,20,0.48,-71,183,2,0,51,42,0
333,51,1.49,-118,60,10,5,80,39,2
433,116,2.02,-76,21,17,6,208,97,1
454,112,2.28,-78,28,19,7,182,86,1
250,18,0.03,-69,163,1,2,36,27,0
282,140,6.46,-81,26,43,6,169,75,3
257,36,1.19,-112,68,4,4,54,35,2
407,120,5.86,-80,31,40,4,179,77,3
392,121,1.75,-70,36,24,5,284,78,1
471,126,1.81,-73,24,21,3,281,77,1
292,117,6.35,-85,28,40,5,168,76,3
365,152,6.24,-78,32,43,4,120,77,3
376,30,0.25,-75,239,5,2,27,30,0
239,56,1.12,-107,64,6,4,93,45,2
485,88,2.34,-68,47,27,5,292,77,1
309,20,0.24,-69,216,4,0,59,25,0
259,19,0.06,-69,169,2,2,70,39,0
292,52,0.72,-108,74,8,4,73,51,2
357,156,5.55,-90,25,41,5,158,72,3
433,14,0.07,-65,236,2,1,31,22,0
386,87,1.73,-68,43,15,5,207,77,1
381,104,2.22,-69,58,19,5,181,86,1
285,13,0.31,-66,229,1,2,38,27,0
325,178,7.27,-82,15,34,6,142,80,3
289,44,1.23,-111,86,6,3,72,55,2
328,146,5.41,-83,15,36,7,158,67,3
354,147,5.96,-79,29,45,8,178,75,3
367,38,0.91,-103,82,5,3,58,36,2
342,100,3.18,-74,51,23,4,229,96,1
414,27,0.47,-70,229,5,2,33,33,0
403,88,3.49,-77,36,19,7,193,97,1
363,163,7.57,-89,30,33,5,139,88,3
426,27,0.33,-74,250,5,2,50,44,0
437,137,7.94,-86,10,32,5,174,70,3
326,149,6.86,-80,29,49,5,133,87,3
335,118,2.57,-76,35,29,7,200,96,1
334,164,7.84,-86,13,30,4,175,68,3
430,143,7.25,-82,30,30,7,172,82,3
400,149,7.84,-89,21,34,5,104,87,3
268,41,1.27,-105,64,5,4,91,53,2
352,153,4.22,-82,18,43,8,117,65,3
286,13,0.25,-65,185,5,0,43,30,0
413,136,7.86,-86,23,34,8,137,80,3
471,80,1.16,-72,49,25,6,287,85,1
385,22,0.11,-66,224,4,0,50,45,0
392,12,0.35,-65,209,5,0,67,27,0
424,24,0.48,-74,202,4,0,60,43,0
448,24,0.26,-69,175,1,1,69,32,0
347,142,7.84,-80,16,39,7,139,70,3
333,105,2.49,-73,58,15,4,269,94,1
257,45,1.04,-106,63,9,4,81,37,2
359,110,6.65,-84,25,38,5,130,72,3
444,123,5.81,-82,23,40,6,107,74,3
420,94,3.07,-78,36,15,4,199,76,1
254,49,1.21,-116,77,8,5,82,55,2
293,160,6.15,-80,33,33,8,172,88,3
269,21,0.27,-65,166,5,2,37,40,0
370,31,1.19,-111,84,5,5,99,35,2
289,139,6.06,-87,31,37,4,173,70,3
441,27,0.2,-74,190,5,1,54,43,0
425,134,7.07,-86,28,37,6,106,65,3
296,32,1.25,-105,78,8,3,96,46,2
438,25,0.49,-69,196,3,0,57,38,0
396,128,2.13,-75,37,29,8,266,83,1
382,19,0.39,-70,224,2,1,68,23,0
395,15,0.17,-68,203,2,0,34,32,0
347,27,0.26,-71,239,5,1,39,21,0
459,107,2.83,-70,43,28,5,240,94,1
448,117,2.53,-72,55,28,7,210,89,1
321,129,2.72,-75,37,30,7,244,75,1
404,113,4.2,-87,29,45,7,166,88,3
405,84,1.12,-71,48,21,4,236,95,1
319,95,3.18,-70,37,24,3,290,97,1
327,82,2.52,-69,20,17,7,183,83,1
368,48,1.25,-113,76,7,4,70,30,2
318,136,7.52,-88,13,30,5,176,72,3
390,21,0.11,-69,250,3,1,69,44,0
473,91,2.89,-68,28,15,5,207,96,1
419,110,2.92,-74,26,29,4,276,83,1
247,42,0.92,-112,67,6,3,72,51,2
254,43,0.65,-112,62,9,3,49,42,2
389,47,0.58,-107,85,10,6,76,36,2
408,118,1.3,-69,26,22,4,281,89,1
410,31,1.68,-113,76,8,2,69,48,2
334,83,2.75,-71,52,27,8,275,79,1
385,48,0.61,-116,74,6,4,89,53,2
423,20,0.01,-74,231,2,2,59,21,0
337,174,6.67,-80,15,38,5,130,87,3
390,29,0.14,-69,183,1,2,60,27,0
321,54,1.3,-102,65,6,2,72,32,2
252,28,0.49,-65,159,3,1,50,39,0
310,15,0.01,-71,155,5,2,41,25,0
352,26,0.18,-70,173,4,0,35,24,0
372,30,1.13,-107,83,9,6,47,51,2
345,33,1.75,-102,76,6,2,68,39,2
377,129,2.34,-71,45,28,8,206,98,1
413,17,0.12,-65,176,5,1,61,43,0
496,103,2.31,-69,42,16,4,216,94,1
443,19,0.23,-74,250,5,0,23,21,0
354,140,7.01,-87,12,47,4,176,68,3
494,106,2.29,-77,34,21,7,215,94,1
353,126,6.33,-86,31,44,9,156,67,3
303,43,1.39,-114,84,8,6,43,45,2
379,88,2.6,-68,34,24,3,252,93,1
370,20,0.37,-75,227,5,0,35,35,0
438,148,7.18,-85,23,36,7,176,86,3
465,100,3.17,-75,58,16,7,207,90,1
338,42,1.53,-102,87,9,2,47,37,2
412,17,0.38,-67,212,2,0,57,34,0
335,171,6.83,-87,11,40,6,106,75,3
376,171,6.44,-80,21,43,8,168,80,3
259,13,0.08,-66,152,5,2,20,42,0
382,58,1.96,-116,83,7,3,52,32,2
422,12,0.5,-75,185,2,1,44,44,0
349,23,0.44,-66,219,1,0,42,32,0
449,167,4.86,-79,23,47,7,146,81,3
335,100,3.33,-72,22,29,6,263,92,1
250,30,1.06,-103,52,9,5,88,36,2
397,97,1.54,-69,33,27,6,212,82,1
488,126,3.38,-76,34,22,5,201,88,1
401,10,0.05,-72,179,1,0,53,35,0
273,33,1.38,-107,83,10,3,75,54,2
290,131,5.87,-90,14,43,5,150,88,3
332,93,1.5,-73,31,18,6,241,79,1
413,25,0.25,-70,231,2,1,58,42,0
318,20,0.2,-70,163,5,2,24,29,0
414,163,4.98,-85,18,40,9,146,84,3
329,119,2.72,-72,38,16,6,200,88,1
304,178,5.62,-89,22,48,7,128,71,3
406,49,1.51,-112,53,5,3,92,55,2
461,116,1.95,-72,45,30,5,191,91,1
321,87,3.49,-68,51,29,7,209,85,1
434,93,2.85,-77,38,24,7,216,86,1
360,43,1.16,-111,77,8,2,54,45,2
437,96,2.14,-72,51,17,6,199,92,1
326,154,6.65,-83,10,46,9,147,78,3
278,42,0.96,-111,65,7,2,95,48,2
438,128,3.21,-74,41,27,3,286,94,1
392,19,0.45,-74,223,2,2,22,23,0
403,27,0.44,-66,244,5,0,37,28,0
302,30,0.75,-109,62,6,5,49,40,2
328,118,6.73,-79,24,36,4,126,65,3
358,52,1.69,-112,67,7,3,58,47,2
366,29,0.28,-74,204,2,0,55,28,0
425,146,6.07,-79,28,40,5,125,81,3
493,119,3.39,-78,37,26,3,227,86,1
460,84,2.76,-69,20,15,7,200,84,1
261,37,1.65,-106,83,6,6,74,33,2
438,128,4.4,-84,30,33,8,115,87,3
373,12,0.21,-72,183,5,0,43,28,0
305,30,0.79,-112,63,5,6,63,42,2
301,127,2.41,-68,35,30,5,290,87,1
318,122,7.23,-87,29,48,5,106,88,3
350,16,0.04,-74,215,2,2,20,42,0
374,118,5.58,-85,16,34,6,172,86,3
401,41,0.84,-111,57,7,4,53,44,2
302,56,0.63,-116,58,7,6,40,46,2
485,117,1.72,-68,33,27,6,276,88,1
224,48,1.76,-120,73,8,4,73,52,2
447,172,6.13,-85,31,49,8,110,70,3
342,171,7.43,-87,26,43,4,107,80,3
276,45,0.51,-105,82,9,3,44,39,2
420,118,4.75,-78,23,33,8,159,77,3
317,16,0.13,-66,225,3,2,62,33,0
442,107,1.25,-68,46,19,3,223,94,1
344,95,2.91,-72,27,24,4,226,90,1
362,147,6.27,-79,12,50,6,160,69,3
354,41,1.06,-100,87,4,5,66,51,2
341,37,1.51,-105,88,5,6,78,35,2
471,122,2.49,-74,23,22,7,220,78,1
342,143,5.15,-84,15,44,6,139,81,3
230,45,0.68,-103,76,6,2,100,54,2
390,127,3.0,-74,29,17,8,219,93,1
368,15,0.43,-75,248,3,0,25,29,0
300,121,7.88,-80,22,43,4,179,86,3
436,80,3.02,-69,50,15,5,203,83,1
364,15,0.4,-66,183,4,1,68,25,0
497,90,1.46,-74,34,27,5,240,89,1
291,28,0.49,-67,157,1,1,35,23,0
351,30,0.35,-66,177,5,0,34,34,0
307,41,0.75,-102,84,5,6,90,32,2
341,23,0.43,-66,194,5,0,66,31,0
311,100,1.66,-75,26,27,6,202,98,1
368,14,0.36,-71,161,5,1,38,32,0
403,25,0.28,-66,181,5,0,55,35,0
290,162,4.68,-87,23,32,8,142,70,3
311,12,0.48,-66,214,3,0,31,40,0
376,28,0.4,-70,189,4,1,40,41,0
415,141,6.7,-78,13,50,6,111,68,3
354,122,5.19,-83,23,34,9,153,70,3
442,12,0.1,-65,228,4,0,51,36,0
257,13,0.38,-67,243,5,1,46,34,0
409,21,0.3,-72,165,1,0,65,41,0
342,30,0.01,-65,150,2,0,69,38,0
450,132,4.77,-78,33,38,9,148,76,3
309,45,1.23,-116,63,7,4,76,50,2
245,52,1.69,-104,52,10,2,68,38,2
397,122,1.89,-74,55,28,4,203,79,1
271,20,0.35,-65,236,1,0,36,30,0
488,100,3.44,-76,47,17,3,223,97,1
320,54,1.68,-106,69,7,2,61,52,2
263,56,1.11,-111,53,7,3,67,41,2
361,29,0.21,-69,171,4,1,57,38,0
498,94,2.8,-74,24,29,4,282,94,1
394,30,0.08,-74,200,3,1,38,37,0
454,90,1.42,-72,43,15,3,281,86,1
349,16,0.03,-74,226,4,1,34,32,0
413,50,0.72,-109,55,8,4,53,41,2
334,140,6.25,-85,21,31,4,106,67,3
314,156,4.23,-78,10,44,6,116,73,3
356,180,5.25,-80,14,32,6,138,78,3
425,124,6.79,-85,29,41,4,111,71,3
274,11,0.36,-66,225,2,1,43,45,0
310,12,0.42,-71,182,2,0,53,23,0
360,21,0.42,-73,244,3,0,49,38,0
309,48,0.73,-104,52,7,5,99,37,2
271,14,0.34,-71,190,3,1,38,21,0
364,125,2.99,-76,33,16,6,267,87,1
431,116,5.49,-82,16,44,8,155,90,3
437,151,7.66,-90,15,40,9,153,87,3
403,106,3.45,-71,35,28,6,212,82,1
384,16,0.2,-65,236,1,1,66,37,0
329,44,1.46,-118,84,6,4,86,30,2
289,19,0.48,-72,151,1,0,43,44,0
334,17,0.49,-71,248,5,2,26,27,0
331,15,0.05,-71,172,2,2,70,42,0
403,27,0.02,-66,231,1,1,43,29,0
270,27,0.11,-67,168,1,0,20,21,0
359,127,2.11,-71,47,20,4,276,92,1
297,49,0.84,-120,78,4,3,44,48,2
406,38,0.82,-101,56,9,4,76,37,2
262,54,1.13,-118,74,4,2,62,39,2
454,127,1.87,-71,22,29,4,239,94,1
347,41,1.3,-100,68,9,2,54,35,2
317,124,6.6,-81,24,34,8,137,82,3
487,88,2.24,-74,23,20,3,239,75,1
466,102,2.56,-69,44,26,6,206,87,1
373,24,0.39,-73,157,1,1,66,31,0
497,97,1.4,-72,58,28,3,253,80,1
285,112,4.53,-89,21,44,7,173,85,3
444,87,2.63,-72,35,23,5,225,86,1
305,144,5.73,-78,35,40,5,176,66,3
301,57,0.71,-114,80,5,5,67,45,2
417,34,0.62,-109,52,10,5,42,32,2
357,16,0.48,-75,189,4,1,62,32,0
299,121,6.63,-87,23,40,6,102,75,3
359,15,0.09,-69,194,5,1,49,26,0
396,44,1.7,-106,55,4,5,100,40,2
328,125,6.94,-81,13,36,5,152,82,3
498,112,1.24,-69,20,23,6,255,88,1
381,87,2.16,-69,39,30,5,243,75,1
366,32,1.78,-101,76,5,6,62,42,2
314,169,5.3,-85,23,46,4,122,86,3
342,94,2.4,-77,43,23,3,229,85,1
331,123,7.41,-83,32,32,5,154,68,3
414,11,0.29,-66,192,2,1,53,35,0
311,48,1.16,-116,85,4,6,93,31,2
414,112,2.84,-76,53,23,8,292,85,1
405,103,2.01,-75,55,21,6,240,97,1
415,22,0.26,-74,241,1,1,39,41,0
444,11,0.1,-70,202,2,1,63,31,0
390,82,3.34,-70,53,22,8,277,83,1
284,131,5.97,-90,12,41,5,134,90,3
278,47,1.07,-116,79,7,2,43,31,2
325,163,6.61,-88,17,45,9,144,70,3
437,123,5.39,-78,29,45,4,127,75,3
299,156,7.03,-85,15,44,8,133,65,3
420,103,1.28,-71,48,30,5,293,83,1
450,134,7.24,-78,23,49,5,119,76,3
404,17,0.35,-67,214,2,2,64,30,0
353,165,6.01,-78,18,42,8,125,86,3
311,129,1.59,-73,50,23,8,228,90,1
330,107,2.96,-78,43,25,3,287,84,1
373,103,1.05,-74,48,20,8,274,75,1
300,52,0.72,-115,58,5,5,46,51,2
447,14,0.26,-66,233,4,2,26,25,0
332,153,6.06,-86,26,41,9,167,86,3
359,24,0.42,-67,237,3,1,46,29,0
408,56,0.75,-108,83,5,6,47,40,2
317,125,4.57,-80,35,31,6,133,84,3
386,12,0.43,-67,185,5,2,59,20,0
348,25,0.05,-66,206,5,1,58,42,0
359,47,1.26,-102,74,8,5,67,51,2
335,95,2.36,-77,49,16,6,266,87,1
391,30,0.82,-110,66,6,5,58,47,2
250,27,0.36,-75,233,5,0,24,41,0
236,59,1.73,-102,75,5,5,51,47,2
335,138,4.02,-83,29,31,6,148,71,3
339,29,0.06,-68,230,2,0,52,24,0
301,15,0.07,-71,215,5,2,61,34,0
285,157,5.94,-87,22,34,9,106,88,3
404,148,4.54,-80,24,35,4,179,68,3
304,105,2.8,-72,20,29,7,285,77,1
417,10,0.26,-71,180,4,0,35,33,0
329,56,1.06,-102,88,5,3,62,38,2
271,44,1.14,-114,76,4,5,45,31,2
379,162,5.16,-79,17,32,4,103,70,3
367,166,6.36,-82,21,41,8,101,70,3
332,57,1.96,-102,54,9,2,93,30,2
499,113,2.62,-70,27,22,6,242,87,1
221,55,1.73,-102,66,6,2,72,32,2
318,142,7.69,-78,33,31,8,167,84,3
345,160,5.81,-83,26,48,7,129,73,3
342,175,6.48,-78,24,32,4,117,86,3
365,122,1.2,-69,42,17,4,222,89,1
357,11,0.31,-69,174,5,2,34,22,0
278,20,0.36,-71,236,3,2,65,45,0
414,44,1.21,-117,86,4,4,78,41,2
402,137,7.56,-78,21,30,6,160,77,3
355,40,1.75,-111,74,9,2,78,41,2
410,19,0.29,-73,175,2,1,69,32,0
484,106,2.46,-75,27,29,6,195,94,1
332,37,1.08,-113,75,4,6,75,37,2
266,22,0.43,-67,194,3,2,39,35,0
416,101,3.22,-77,60,16,6,198,90,1
389,144,6.39,-82,19,31,8,144,72,3
400,124,1.49,-68,52,16,4,277,83,1
446,27,0.39,-72,231,3,2,65,38,0
401,18,0.14,-75,235,2,1,26,29,0
454,108,1.86,-77,44,23,8,281,75,1
375,27,0.5,-75,247,1,0,41,42,0
245,35,0.79,-109,72,4,2,43,43,2
370,114,6.45,-84,29,44,4,158,79,3
380,12,0.36,-71,181,1,2,65,28,0
436,140,5.8,-86,18,42,7,100,68,3
311,130,1.43,-68,29,30,7,202,76,1
418,112,1.52,-72,47,19,3,292,90,1
344,125,1.38,-68,30,25,8,244,78,1
394,180,4.39,-89,14,36,7,148,77,3
281,162,5.09,-79,17,39,5,132,65,3
375,20,0.34,-73,207,3,0,31,40,0
471,101,2.42,-72,32,19,6,222,95,1
444,111,3.48,-77,43,27,5,293,94,1
375,105,1.53,-75,50,27,4,193,97,1
368,125,2.86,-78,34,30,3,244,98,1
334,119,4.5,-79,25,37,7,151,69,3
364,113,5.82,-89,20,45,9,146,80,3
318,32,0.54,-111,51,7,2,100,33,2
390,31,1.95,-103,78,5,5,78,30,2
293,19,0.3,-68,225,4,1,63,38,0
279,17,0.45,-68,167,2,1,44,41,0
311,82,3.17,-69,51,22,8,204,97,1
293,114,6.01,-83,11,49,9,130,84,3
371,129,1.57,-74,33,17,6,199,82,1
464,123,3.41,-69,29,21,7,227,97,1
351,53,1.72,-119,81,8,2,62,55,2
286,167,7.92,-84,32,47,7,142,80,3
274,56,1.54,-105,66,10,3,59,41,2
387,37,1.11,-118,67,10,4,93,32,2
340,92,1.75,-75,60,30,7,186,93,1
377,60,1.45,-106,65,7,4,75,41,2
337,41,1.21,-120,52,7,4,79,54,2
347,90,3.07,-72,31,29,6,239,85,1
382,18,0.38,-70,165,2,1,61,26,0
301,117,1.16,-68,51,25,7,271,92,1
366,36,1.32,-107,68,4,2,66,49,2
445,146,7.22,-83,26,31,6,106,68,3
364,16,0.1,-75,238,2,0,29,33,0
398,84,1.22,-74,48,26,8,265,84,1
448,152,5.78,-83,29,35,8,163,71,3
239,35,0.83,-108,55,4,4,42,39,2
403,23,0.46,-66,164,2,1,51,43,0
294,22,0.09,-65,226,1,0,21,38,0
385,24,0.43,-67,157,2,1,43,25,0
247,54,0.52,-105,65,8,4,80,45,2
390,117,4.71,-85,11,42,8,162,79,3
400,119,7.95,-86,19,37,8,139,72,3
394,34,0.97,-117,70,10,6,51,32,2
383,31,0.75,-114,82,6,4,91,42,2
342,117,4.57,-90,34,35,5,119,80,3
240,36,0.86,-107,60,10,4,47,52,2
357,151,5.94,-84,15,39,8,132,70,3
409,16,0.34,-72,233,3,2,33,22,0
412,134,7.33,-81,14,50,7,119,74,3
455,114,3.28,-74,55,27,3,185,98,1
277,41,1.59,-118,58,5,6,79,31,2
450,161,7.88,-82,12,41,7,177,90,3
426,131,5.67,-81,11,33,9,126,79,3
395,38,1.6,-104,56,7,3,80,32,2
392,122,6.25,-83,29,40,6,136,69,3
364,43,1.51,-106,90,5,6,47,43,2
361,47,1.36,-117,57,10,2,79,48,2
287,15,0.43,-73,152,2,1,47,34,0
304,27,0.18,-67,171,1,0,59,44,0
385,125,6.27,-87,24,30,4,155,86,3
291,38,1.99,-113,76,10,3,84,40,2
420,127,2.54,-74,41,28,6,235,91,1
278,48,0.59,-120,73,5,6,49,51,2
367,25,0.15,-69,244,4,2,50,23,0
392,36,1.75,-104,90,8,3,85,44,2
319,151,7.33,-79,28,47,9,158,82,3
299,30,0.95,-102,78,6,2,64,54,2
263,38,1.55,-113,84,4,5,55,44,2
377,32,0.51,-110,63,5,3,65,41,2
440,130,2.95,-71,42,15,5,297,93,1
448,16,0.28,-68,182,4,1,36,45,0
310,21,0.5,-73,181,1,0,42,35,0
427,129,4.11,-79,18,39,6,114,72,3
324,23,0.28,-70,240,2,0,33,25,0
430,29,0.23,-68,169,3,2,70,42,0
324,127,2.04,-76,54,20,5,267,83,1
277,25,0.25,-73,232,5,2,39,31,0
351,91,3.3,-73,44,22,8,251,94,1
370,60,1.74,-120,72,7,4,59,51,2
349,27,0.1,-71,172,4,1,28,24,0
388,49,1.29,-120,87,9,5,51,40,2
406,89,2.24,-76,41,27,3,255,95,1
229,53,1.1,-109,77,4,3,56,36,2
317,59,1.51,-103,63,4,5,55,39,2
292,118,6.41,-83,33,35,7,144,71,3
378,16,0.31,-67,158,5,1,61,42,0
338,139,7.29,-89,13,35,7,157,73,3
291,57,1.39,-111,56,5,6,60,34,2
416,50,1.53,-100,86,8,4,66,49,2
402,30,0.4,-75,229,3,1,67,23,0
305,49,1.54,-108,83,5,4,62,55,2
411,32,0.78,-120,85,4,4,72,35,2
429,23,0.45,-66,168,5,0,53,23,0
378,131,6.91,-81,30,39,4,157,69,3
423,111,7.45,-78,19,34,9,128,69,3
369,132,5.28,-86,19,46,9,109,89,3
414,18,0.49,-75,210,4,0,53,35,0
398,101,1.89,-73,24,19,6,202,94,1
380,112,6.81,-78,22,46,6,150,77,3
278,56,0.9,-105,76,9,6,67,37,2
309,32,1.75,-102,82,6,2,58,51,2
321,59,1.27,-111,62,6,5,56,36,2
279,20,0.12,-69,247,1,1,20,35,0
322,11,0.22,-75,204,4,0,44,24,0
225,55,0.99,-114,72,7,3,42,50,2
421,122,5.01,-86,24,30,7,100,75,3
241,44,1.42,-107,78,4,6,66,42,2
428,20,0.0,-75,152,1,2,39,40,0
340,156,7.59,-78,27,41,5,162,83,3
341,56,1.08,-120,58,9,4,72,41,2
317,19,0.35,-66,240,5,0,61,40,0
427,119,1.67,-70,33,26,8,226,96,1
373,119,5.47,-88,23,40,5,108,77,3
465,98,3.08,-76,53,26,6,289,98,1
347,114,1.97,-72,35,30,6,231,97,1
344,18,0.34,-70,222,5,0,35,24,0
364,120,1.29,-78,32,30,8,289,88,1
400,51,1.94,-113,79,10,6,98,55,2
441,119,7.03,-82,26,39,4,175,68,3
362,41,0.57,-100,65,6,3,61,30,2
355,118,7.96,-86,13,38,5,177,70,3
339,22,0.3,-70,157,3,2,58,37,0
389,127,7.26,-86,22,32,5,118,73,3
442,23,0.3,-69,226,3,2,44,38,0
353,115,4.97,-83,24,45,6,110,80,3
290,122,7.94,-79,19,32,7,109,79,3
260,58,1.35,-112,89,7,6,100,46,2
449,19,0.21,-74,201,2,0,53,21,0
272,15,0.07,-74,240,4,0,27,33,0
318,142,5.47,-87,14,34,5,175,66,3
380,89,2.48,-77,35,28,5,245,81,1
404,26,0.48,-72,162,3,0,23,20,0
371,57,0.66,-113,76,7,3,49,55,2
357,35,1.61,-119,83,8,5,51,46,2
433,17,0.01,-71,237,1,2,67,23,0
293,160,7.03,-80,21,40,6,153,81,3
429,101,2.52,-74,59,20,3,260,94,1
305,135,5.58,-87,15,33,9,152,90,3
433,99,3.22,-68,29,23,4,269,80,1
311,121,2.09,-70,49,24,3,209,90,1
309,117,4.43,-80,35,42,8,134,65,3
395,43,0.68,-113,56,6,6,76,45,2
378,27,0.34,-66,158,4,2,34,44,0
412,35,0.58,-106,68,5,3,56,53,2
407,113,3.3,-78,37,15,3,203,90,1
370,39,0.66,-112,53,6,5,99,40,2
257,37,1.31,-119,89,4,4,74,51,2
257,10,0.15,-70,186,4,2,57,27,0
415,49,1.48,-106,72,10,5,56,38,2
333,135,7.62,-79,23,49,5,140,82,3
475,109,2.32,-73,25,29,6,283,96,1
395,15,0.03,-75,176,3,2,23,25,0
400,35,1.15,-103,55,10,4,61,30,2
303,114,7.39,-83,26,49,5,146,65,3
457,100,3.43,-73,37,27,7,215,75,1
411,14,0.1,-65,201,1,2,44,45,0
395,38,0.96,-115,75,5,4,99,48,2
412,136,7.23,-79,18,42,8,171,90,3
314,12,0.07,-72,209,5,0,42,27,0
354,14,0.13,-73,250,1,1,54,22,0
315,172,6.21,-86,10,47,7,130,75,3
406,166,5.67,-79,13,39,7,111,83,3
342,121,1.22,-73,26,22,5,269,80,1
374,15,0.28,-69,226,5,0,42,40,0
322,17,0.46,-73,189,4,1,69,40,0
371,15,0.46,-66,177,5,1,49,36,0
301,119,3.0,-76,35,29,6,225,84,1
251,11,0.22,-65,196,5,2,64,26,0
363,42,0.82,-109,73,9,6,79,55,2
488,116,3.44,-73,32,23,4,200,81,1
360,148,4.83,-90,22,31,8,146,71,3
377,42,1.82,-112,82,8,2,89,54,2
307,59,1.54,-110,73,10,6,70,49,2
441,134,4.76,-82,15,30,7,139,69,3
293,21,0.42,-68,214,2,0,64,27,0
402,29,0.1,-70,191,3,2,62,31,0
444,17,0.18,-75,220,3,0,27,26,0
349,51,1.42,-115,53,4,4,83,46,2
397,180,6.08,-83,30,33,8,118,78,3
307,31,1.02,-105,65,7,3,78,41,2
314,168,7.84,-85,22,32,8,156,84,3
359,108,1.57,-69,38,23,8,262,89,1
332,13,0.3,-65,179,1,1,61,22,0
342,23,0.46,-67,197,4,1,49,32,0
343,89,2.73,-73,43,25,5,232,79,1
396,51,0.61,-120,53,9,2,97,51,2
367,166,4.4,-83,13,45,6,116,81,3
236,45,1.05,-102,55,9,4,84,34,2
270,52,1.09,-100,79,10,2,55,35,2
339,140,6.15,-86,28,49,4,119,66,3
439,114,3.39,-75,28,25,6,277,88,1
309,130,1.46,-69,58,21,6,227,82,1
320,170,5.31,-86,28,40,9,140,71,3
495,84,1.92,-72,33,28,3,264,82,1
413,35,1.31,-113,79,5,3,48,44,2
340,23,0.06,-70,241,5,2,59,30,0
406,149,6.95,-78,21,43,4,150,68,3
325,121,6.05,-82,26,48,5,153,72,3
409,12,0.31,-68,197,1,2,67,31,0
422,16,0.23,-66,164,5,2,68,23,0
295,13,0.08,-69,218,4,2,66,22,0
248,50,0.85,-108,56,5,5,74,53,2
269,27,0.21,-75,186,2,1,32,35,0
353,22,0.26,-73,169,3,2,44,31,0
271,48,1.23,-116,51,7,5,75,45,2
434,93,3.1,-77,47,18,3,237,75,1
390,120,7.91,-88,32,37,9,161,90,3
354,151,5.89,-78,30,37,5,119,65,3
297,47,1.76,-106,68,9,6,44,35,2
393,10,0.38,-66,234,4,1,52,42,0
330,56,1.18,-115,73,9,6,41,35,2
330,153,4.34,-78,15,41,5,159,74,3
336,51,1.1,-110,87,8,3,73,36,2
241,55,1.69,-118,84,10,3,95,47,2
386,48,0.59,-115,89,9,4,83,35,2
448,20,0.42,-67,246,3,2,26,45,0
395,152,5.35,-85,13,30,4,146,86,3
440,93,3.46,-73,56,21,8,272,86,1
431,14,0.18,-75,156,1,0,47,35,0
222,46,1.36,-102,73,9,2,68,40,2
412,47,1.68,-107,73,10,5,85,55,2
497,130,1.53,-76,32,22,6,287,87,1
378,84,1.6,-69,35,19,5,198,78,1
291,155,5.99,-90,22,31,5,163,85,3
324,164,5.64,-84,13,40,7,146,82,3
423,112,1.21,-74,37,27,8,263,83,1
415,43,1.89,-117,79,7,3,75,49,2
476,83,2.59,-75,60,21,4,289,97,1
305,141,4.1,-80,29,33,5,112,87,3
436,145,4.76,-88,12,37,9,136,73,3
404,118,2.6,-69,41,28,6,278,92,1
421,126,5.16,-88,20,45,5,176,86,3
299,32,1.98,-115,60,6,6,82,53,2
433,175,7.58,-80,21,34,5,174,82,3
375,24,0.45,-66,183,3,0,68,38,0
378,121,1.45,-70,23,21,4,204,84,1
419,114,5.56,-90,12,42,9,110,90,3
416,14,0.46,-68,180,5,1,32,24,0
382,129,6.22,-82,35,40,7,179,87,3
347,21,0.16,-67,186,3,2,54,29,0
340,54,0.51,-109,69,5,3,87,30,2
441,173,5.72,-89,17,31,8,142,73,3
319,15,0.1,-67,178,5,0,62,23,0
350,22,0.32,-71,186,5,0,59,22,0
351,47,1.55,-112,80,8,2,75,44,2
409,23,0.09,-68,203,2,1,20,33,0
286,16,0.19,-66,247,4,1,67,40,0
467,108,1.55,-72,42,17,3,225,85,1
489,103,1.56,-77,56,16,5,213,83,1
319,147,4.13,-78,34,36,9,156,67,3
338,50,1.06,-103,88,9,6,96,34,2
